zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,3.000000000000000000e+01,9.549204898199931124e-02,1.460573494421001962e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,5.000000000000000000e+01,1.483806524812601030e-02,2.106541131344695159e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,7.000000000000000000e+01,-2.144591458742609383e-03,9.455263803639580439e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,9.000000000000000000e+01,-6.676080633819449217e-03,2.604102480759157377e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,1.100000000000000000e+02,-5.952392932416990766e-03,-1.296376234806420526e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598949522499436282e-01,1.300000000000000000e+02,4.060019198002825722e-03,-4.112468238475972676e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,3.000000000000000000e+01,8.593561807968259914e-02,9.517696962657747756e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,5.000000000000000000e+01,2.774414233825984663e-02,9.679053206624224637e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,7.000000000000000000e+01,3.082542777478167097e-03,-2.525892669553160379e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,9.000000000000000000e+01,3.822691130033013893e-03,3.461329047502805477e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,1.100000000000000000e+02,4.223466689383485566e-03,-5.085023780747158261e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.555411168528560761e-01,1.300000000000000000e+02,-4.139015481274268930e-03,-5.083460078639425415e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,3.000000000000000000e+01,8.518516557022245972e-02,-9.273359146350019025e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,5.000000000000000000e+01,2.750296034002534459e-02,3.666395922998896308e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,7.000000000000000000e+01,6.344639021074050499e-03,4.013668620786121043e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,9.000000000000000000e+01,1.883089040657503306e-03,1.469625939822248248e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,1.100000000000000000e+02,6.957527074495149875e-04,4.535170218685242592e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.536461327628637186e-01,1.300000000000000000e+02,1.450086670548360280e-03,-5.475921842517340529e-04
