zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,3.000000000000000000e+01,8.058814470672755192e-02,-1.790953152483349201e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,5.000000000000000000e+01,1.527803382230596974e-02,2.314207460661715440e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,7.000000000000000000e+01,1.292620155739948248e-03,7.714999415170205668e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,9.000000000000000000e+01,-1.004371495491578406e-02,-5.534916169135612005e-05
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,1.100000000000000000e+02,-6.330483384222935182e-03,5.642937334856841687e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598092699303713393e-01,1.300000000000000000e+02,-5.137166327460905048e-03,2.709848638405384057e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,3.000000000000000000e+01,9.509240606723563805e-02,6.551028034020172936e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,5.000000000000000000e+01,2.224099460315696886e-02,8.793391209293569682e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,7.000000000000000000e+01,1.938236194906622174e-03,-1.181293204876987524e-02
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,9.000000000000000000e+01,1.205675386073554005e-03,4.713607710318210367e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,1.100000000000000000e+02,3.076939091022290722e-03,-4.152949547334747367e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556288736432029141e-01,1.300000000000000000e+02,-2.474052997296950773e-03,-1.196190809371650861e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,3.000000000000000000e+01,1.108506916400523734e-01,-1.457363074903094378e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,5.000000000000000000e+01,3.141181517043050569e-02,-1.089737497711374889e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,7.000000000000000000e+01,7.267048226139129034e-03,-7.645757206322548877e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,9.000000000000000000e+01,1.771795931991459756e-03,-1.600291893590456618e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,1.100000000000000000e+02,-1.238364950397528950e-03,-6.472134610927248941e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538467478204186389e-01,1.300000000000000000e+02,2.091813342645503209e-03,6.021065608668435673e-04
