wake_forward_response,doppler_forward_response
-9.953908183842179458e-01,1.030552007261447800e+00
-5.152537543118047569e-01,6.822413483611620144e-01
-9.391455736904763540e-02,3.249749483507409220e-01
-2.608070502782578945e-02,2.219570500259327450e-01
-4.522043268871868416e-02,1.916357534755199488e-01
-3.401561906579630805e-03,1.220514953177515433e-01
-8.835211949293263478e-01,9.725630275999744834e-01
-4.470007982679940484e-01,6.349956667470285643e-01
-7.600225127703637285e-02,2.972159375855465413e-01
-2.060767329383888027e-02,2.027905362591864991e-01
-3.834664577990348766e-02,1.729144967463180638e-01
-2.840907812137686683e-03,1.093364019167061968e-01
-7.267357914356251669e-01,9.200905890198199932e-01
-3.753592029606481195e-01,6.179566281024492236e-01
-6.049271125118223236e-02,2.875459375271287032e-01
-1.577375813707078411e-02,1.921445618650709231e-01
-3.149402460327423853e-02,1.626172204916396524e-01
-2.405762524340989555e-03,1.017544000388097974e-01
