wake_forward_response,doppler_forward_response
-9.992929657897985374e-01,1.035202732166696560e+00
-5.166932595694548880e-01,6.839034192384562116e-01
-9.344842520968818511e-02,3.243249531078247760e-01
-2.616761791431894066e-02,2.229060140758889197e-01
-4.516446595038534073e-02,1.914886701527467594e-01
-3.348798088252728962e-03,1.218575747705056000e-01
-8.748532123464378696e-01,9.633540894074437144e-01
-4.481698939842307938e-01,6.373909625580395089e-01
-7.686120630343340476e-02,3.015392554847401985e-01
-2.071948572088527438e-02,2.038106908797887307e-01
-3.845873543401655964e-02,1.735350857254328028e-01
-2.782224052677098169e-03,1.095562986056571736e-01
-7.260509340085127272e-01,9.194339164838699618e-01
-3.725053622196019543e-01,6.139887233845799930e-01
-5.990684749325039804e-02,2.848141512710747336e-01
-1.562209900375672450e-02,1.906985422712451084e-01
-3.134265825518353643e-02,1.619357477387700361e-01
-2.375358092755189970e-03,1.007547408635011965e-01
