wake_forward_response,doppler_forward_response
-9.731833341705716789e-01,1.007277910373822971e+00
-5.140894418973294133e-01,6.814013029652090658e-01
-9.508055542801679971e-02,3.276551416124030003e-01
-2.595205269663640804e-02,2.213572032379091115e-01
-4.501170512616980285e-02,1.907188513735138535e-01
-3.260885912914433544e-03,1.205809218491621787e-01
-8.791255329788468798e-01,9.675567652625413073e-01
-4.503394961139048358e-01,6.403102469933427132e-01
-7.687880854819681420e-02,3.014076128340181793e-01
-2.067359158483517839e-02,2.039067506263371188e-01
-3.849859091071536343e-02,1.736906076658577824e-01
-2.835786009596015685e-03,1.087871561393869285e-01
-7.165472152897831570e-01,9.076828971665825696e-01
-3.687576520976929007e-01,6.081705928187445265e-01
-5.888484117489441172e-02,2.808981408741729746e-01
-1.553221964053668608e-02,1.892179916727607936e-01
-3.117026183587728524e-02,1.610678778560473978e-01
-2.363859149181674231e-03,1.003371530810949624e-01
