zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,3.000000000000000000e+01,9.044544417444752571e-02,-2.260469088247202621e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,5.000000000000000000e+01,1.692914519564565554e-02,1.217938962519537604e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,7.000000000000000000e+01,7.619834277050593972e-05,9.390533979000121809e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,9.000000000000000000e+01,3.169275942222280276e-03,3.814701571293788954e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,1.100000000000000000e+02,4.121947009052637050e-03,-7.281099363268581743e-04
1.000000000000000056e-01,2.000000000000000111e-01,1.600367937808824803e-01,1.300000000000000000e+02,-4.370935820951249960e-03,9.532996604030825969e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,3.000000000000000000e+01,8.649015550318815693e-02,-2.128656466106077817e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,5.000000000000000000e+01,1.757299643121949806e-02,1.977867705204693159e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,7.000000000000000000e+01,8.490998424316215445e-03,-3.315236984790070288e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,9.000000000000000000e+01,8.258141199577084118e-03,3.455633703389729763e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,1.100000000000000000e+02,5.325246049591595213e-03,3.748082888724733365e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.555620683756503198e-01,1.300000000000000000e+02,3.546358840435456360e-03,1.467039506059082720e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,3.000000000000000000e+01,9.483779380875312359e-02,-1.750743658100372552e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,5.000000000000000000e+01,2.296593606028039802e-02,-1.557051243400744489e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,7.000000000000000000e+01,4.907311244764667006e-03,-1.044514815678729280e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,9.000000000000000000e+01,3.254637026183055618e-03,6.302756032900045172e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,1.100000000000000000e+02,2.975402286782313863e-03,-5.953333865125942995e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537766994906024198e-01,1.300000000000000000e+02,7.680292456158672055e-04,-1.178699980947431640e-03
