2.405709793722335215e-04,-2.094844704571224663e-05,-1.209492581744102631e-05,-1.150295804923299377e-05,3.696218198809234547e-06,5.224410761476222757e-07,-1.773823209833335238e-05,-2.108742742510173772e-05,1.509348494006729380e-05,1.221404875839588872e-06,-4.105805261839450373e-06,1.100456568591451436e-06,-1.919797254761770839e-05,-3.788970482715960026e-06,-8.368719067625865704e-06,-9.699323354044545726e-06,1.096978453030901963e-05,9.411450714290417271e-06
-2.094844704571224663e-05,1.281667538727910487e-04,-4.581616260160270922e-06,1.298793416676436956e-05,5.317623552765611496e-06,1.451019495101535460e-05,2.348131155778160586e-05,2.318157166381270304e-05,-6.099299973187161244e-06,-9.036340610113831830e-06,-2.278472533380450854e-06,-1.786848639491286656e-06,1.192811416876523490e-05,-6.740341252562144856e-07,4.832691785838691864e-06,2.609232765567288561e-06,-2.075305110742672945e-06,-4.308676995881356858e-06
-1.209492581744102631e-05,-4.581616260160270922e-06,9.697622044590652548e-05,-1.033809996968378297e-05,4.534615226916165795e-06,-1.342999969951813177e-05,-1.705031158400852087e-05,4.828074449042752664e-06,5.045291448820764021e-06,9.858398770157119435e-06,-5.198391902810483179e-06,-8.174749498601102689e-07,-1.545779041230932880e-05,-1.085044347423826302e-05,-8.701418934655726000e-06,6.123030392188088956e-07,8.176217037841333719e-06,-8.439830177110997266e-07
-1.150295804923299377e-05,1.298793416676436956e-05,-1.033809996968378297e-05,6.351528409060508938e-05,-3.778518174589361266e-06,2.615444907758346836e-06,2.791693569879483879e-05,-7.959367808957356114e-06,4.923294008689811154e-06,-3.665175258228432827e-06,7.374956102253528727e-06,3.502409603390164891e-06,1.141571136241896241e-07,1.063553789659231182e-06,4.143357348628057011e-06,3.387405734324425695e-06,-1.698960027317884589e-06,-2.491461018338981775e-06
3.696218198809234547e-06,5.317623552765611496e-06,4.534615226916165795e-06,-3.778518174589361266e-06,4.508548494941475824e-05,2.477355102472469224e-06,-4.838643611716970666e-06,6.437591412636908395e-06,2.136680301238915621e-06,2.623995609297609524e-06,2.215075997854386719e-06,-2.110877630934638116e-06,8.272754509846006195e-06,6.813714094228999612e-08,-7.613287165809630667e-07,1.957262820963313687e-07,1.461500297251985548e-06,3.320335153120510063e-06
5.224410761476222757e-07,1.451019495101535460e-05,-1.342999969951813177e-05,2.615444907758346836e-06,2.477355102472469224e-06,4.341500649568517825e-05,-1.486055652860306494e-06,-4.679934931546389560e-07,-2.887900683916300398e-07,-3.863908356390994432e-06,-6.869626361015145015e-07,-8.489161495545169621e-07,9.867377076916863216e-06,-1.682380313686325629e-06,-1.251721406260828926e-06,3.692189547368419813e-06,-4.486492620452108140e-06,1.547654646240168394e-06
-1.773823209833335238e-05,2.348131155778160586e-05,-1.705031158400852087e-05,2.791693569879483879e-05,-4.838643611716970666e-06,-1.486055652860306494e-06,1.083385975173864317e-04,1.790809079593820363e-05,-1.088743934365378803e-07,-3.766463701311468623e-06,4.084675063500819139e-06,-2.573292965556134084e-06,1.276280076059983085e-05,4.690701303328983365e-06,7.518622050148260882e-06,-2.618512143267257428e-07,-4.786573514516426989e-06,6.547279962458486998e-06
-2.108742742510173772e-05,2.318157166381270304e-05,4.828074449042752664e-06,-7.959367808957356114e-06,6.437591412636908395e-06,-4.679934931546389560e-07,1.790809079593820363e-05,6.135673781921367081e-05,-5.421156391228508913e-06,1.305998421607238937e-07,-1.331363196987551456e-06,-2.377572463468859486e-06,2.615077877964642906e-06,1.119766146025649928e-06,2.730488976248766144e-06,-5.752688821072112993e-06,-1.616847830720475418e-06,2.591847679696209158e-06
1.509348494006729380e-05,-6.099299973187161244e-06,5.045291448820764021e-06,4.923294008689811154e-06,2.136680301238915621e-06,-2.887900683916300398e-07,-1.088743934365378803e-07,-5.421156391228508913e-06,4.405993951352675650e-05,-1.362115119954634030e-06,1.280065010563717107e-06,3.428716941658096565e-06,-2.716909827503346419e-07,1.678819464776370291e-06,-6.857581971408229782e-07,2.470398133673921432e-06,-7.676451454695620706e-07,-2.515122505987550280e-06
1.221404875839588872e-06,-9.036340610113831830e-06,9.858398770157119435e-06,-3.665175258228432827e-06,2.623995609297609524e-06,-3.863908356390994432e-06,-3.766463701311468623e-06,1.305998421607238937e-07,-1.362115119954634030e-06,4.084414529153465318e-05,1.409580296610884306e-06,-4.129918525512387397e-06,-1.056906615918170457e-05,-2.547154360956057498e-06,-2.409541718820131499e-06,-2.507882935513969944e-07,-1.447742314581219498e-06,1.302640424603184364e-06
-4.105805261839450373e-06,-2.278472533380450854e-06,-5.198391902810483179e-06,7.374956102253528727e-06,2.215075997854386719e-06,-6.869626361015145015e-07,4.084675063500819139e-06,-1.331363196987551456e-06,1.280065010563717107e-06,1.409580296610884306e-06,3.372235249332944710e-05,1.141584721522141346e-06,-2.785039989557826805e-06,-7.511686587099231133e-07,3.151851488300894526e-06,1.170877320818356414e-06,-6.093674480435058525e-07,-7.063412110978532789e-07
1.100456568591451436e-06,-1.786848639491286656e-06,-8.174749498601102689e-07,3.502409603390164891e-06,-2.110877630934638116e-06,-8.489161495545169621e-07,-2.573292965556134084e-06,-2.377572463468859486e-06,3.428716941658096565e-06,-4.129918525512387397e-06,1.141584721522141346e-06,3.078647039569978834e-05,-2.988877794650346820e-06,1.324321648512905699e-06,-1.074507718667056536e-06,-2.681262008798659631e-06,-1.664751230786851299e-06,-2.742091174861626831e-06
-1.919797254761770839e-05,1.192811416876523490e-05,-1.545779041230932880e-05,1.141571136241896241e-07,8.272754509846006195e-06,9.867377076916863216e-06,1.276280076059983085e-05,2.615077877964642906e-06,-2.716909827503346419e-07,-1.056906615918170457e-05,-2.785039989557826805e-06,-2.988877794650346820e-06,8.800086332667093295e-05,-5.782760041781383796e-06,5.235607990256228185e-06,-1.301635732831856423e-06,3.817282255192857088e-06,1.780737013805319817e-06
-3.788970482715960026e-06,-6.740341252562144856e-07,-1.085044347423826302e-05,1.063553789659231182e-06,6.813714094228999612e-08,-1.682380313686325629e-06,4.690701303328983365e-06,1.119766146025649928e-06,1.678819464776370291e-06,-2.547154360956057498e-06,-7.511686587099231133e-07,1.324321648512905699e-06,-5.782760041781383796e-06,4.820752005474856767e-05,2.878975795325298618e-06,-1.690840445408020050e-06,-1.461749481921847496e-06,-1.837963260289140171e-08
-8.368719067625865704e-06,4.832691785838691864e-06,-8.701418934655726000e-06,4.143357348628057011e-06,-7.613287165809630667e-07,-1.251721406260828926e-06,7.518622050148260882e-06,2.730488976248766144e-06,-6.857581971408229782e-07,-2.409541718820131499e-06,3.151851488300894526e-06,-1.074507718667056536e-06,5.235607990256228185e-06,2.878975795325298618e-06,3.083244174097663490e-05,2.314793642833728091e-07,-2.323193170279067337e-07,-1.714644518150621289e-06
-9.699323354044545726e-06,2.609232765567288561e-06,6.123030392188088956e-07,3.387405734324425695e-06,1.957262820963313687e-07,3.692189547368419813e-06,-2.618512143267257428e-07,-5.752688821072112993e-06,2.470398133673921432e-06,-2.507882935513969944e-07,1.170877320818356414e-06,-2.681262008798659631e-06,-1.301635732831856423e-06,-1.690840445408020050e-06,2.314793642833728091e-07,3.228072992969552627e-05,-1.084826185652749409e-06,4.484066951851115912e-07
1.096978453030901963e-05,-2.075305110742672945e-06,8.176217037841333719e-06,-1.698960027317884589e-06,1.461500297251985548e-06,-4.486492620452108140e-06,-4.786573514516426989e-06,-1.616847830720475418e-06,-7.676451454695620706e-07,-1.447742314581219498e-06,-6.093674480435058525e-07,-1.664751230786851299e-06,3.817282255192857088e-06,-1.461749481921847496e-06,-2.323193170279067337e-07,-1.084826185652749409e-06,3.307268762727750351e-05,-2.487519800981208623e-07
9.411450714290417271e-06,-4.308676995881356858e-06,-8.439830177110997266e-07,-2.491461018338981775e-06,3.320335153120510063e-06,1.547654646240168394e-06,6.547279962458486998e-06,2.591847679696209158e-06,-2.515122505987550280e-06,1.302640424603184364e-06,-7.063412110978532789e-07,-2.742091174861626831e-06,1.780737013805319817e-06,-1.837963260289140171e-08,-1.714644518150621289e-06,4.484066951851115912e-07,-2.487519800981208623e-07,2.986481160634245954e-05
