zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,3.000000000000000000e+01,1.183514159616141925e-01,2.918984830847279680e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,5.000000000000000000e+01,3.111140426976067436e-02,-9.187022892380703604e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,7.000000000000000000e+01,6.218302909285943619e-03,2.470526486774369049e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,9.000000000000000000e+01,6.986354809243531735e-03,-1.109201080665362348e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,1.100000000000000000e+02,-4.354577896139386756e-03,4.304399173378481262e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.598004307519714506e-01,1.300000000000000000e+02,-8.183533400415566803e-03,-1.472822287106421253e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,3.000000000000000000e+01,1.103013689996402147e-01,-1.324267048823686566e-02
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,5.000000000000000000e+01,3.760910773686202552e-02,-2.870802086678016316e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,7.000000000000000000e+01,9.402968814023755784e-03,-4.329823368748608476e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,9.000000000000000000e+01,2.299331858393777878e-03,8.499830691400948532e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,1.100000000000000000e+02,7.073072690072391283e-04,-8.528389931740801636e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.556418842454175056e-01,1.300000000000000000e+02,-1.636319154655604957e-03,-5.789463399369055956e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,3.000000000000000000e+01,9.019437943382956069e-02,-3.067957260599553718e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,5.000000000000000000e+01,2.695505298916367476e-02,-5.914988462989586269e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,7.000000000000000000e+01,5.400127265231757789e-03,-3.201589773809947019e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,9.000000000000000000e+01,3.071281047297993571e-03,1.454312133941074300e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,1.100000000000000000e+02,3.473003260224070705e-03,6.307964050262919800e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538697217408404705e-01,1.300000000000000000e+02,1.576673680329107510e-03,4.149893392585204781e-03
