zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,3.000000000000000000e+01,1.095033652718386818e-01,2.111154243423002744e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,5.000000000000000000e+01,2.386671008204279548e-02,6.367913516490631733e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,7.000000000000000000e+01,1.575004382260512164e-03,-1.198622900509877659e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,9.000000000000000000e+01,4.361907976507424338e-03,-5.124151360510519407e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,1.100000000000000000e+02,-2.684946326940159528e-03,-7.142655296279915890e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600071188116110599e-01,1.300000000000000000e+02,-3.730265881013937988e-03,5.184372374062704014e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,3.000000000000000000e+01,1.001410752491120465e-01,9.534485216336870822e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,5.000000000000000000e+01,2.108963350093063377e-02,8.336973780469796773e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,7.000000000000000000e+01,9.632636698440995987e-03,2.342350930148734932e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,9.000000000000000000e+01,4.183574182669940605e-03,1.502064135683550553e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,1.100000000000000000e+02,6.408008669982045297e-04,2.398736452348049046e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.556321186577619753e-01,1.300000000000000000e+02,-4.050439075342634012e-04,-1.743681915828029696e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,3.000000000000000000e+01,9.954587493838594481e-02,7.556658526968449731e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,5.000000000000000000e+01,1.426814830078704417e-02,-1.292880421083791691e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,7.000000000000000000e+01,5.918736918092715529e-03,1.739769585334930324e-05
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,9.000000000000000000e+01,-4.921968101684182214e-04,-8.485435662336669933e-05
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,1.100000000000000000e+02,4.296569003993376025e-03,-1.348649015566531729e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538218925724698760e-01,1.300000000000000000e+02,-2.772693593360968118e-03,-7.599983956926432667e-04
