zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,3.000000000000000000e+01,8.950469232781982365e-02,-6.564901270246632087e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,5.000000000000000000e+01,2.021922755984335504e-02,-1.724565625121121659e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,7.000000000000000000e+01,1.327393145800970058e-02,-8.177147235401364261e-04
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,9.000000000000000000e+01,4.573733123219733861e-03,-6.862351778413254902e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,1.100000000000000000e+02,4.673626743681882738e-03,3.898038335044811710e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.600197877403894409e-01,1.300000000000000000e+02,-2.232555922652473303e-03,-6.437472970988730031e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,3.000000000000000000e+01,9.900380062286169569e-02,-1.127963408597329985e-02
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,5.000000000000000000e+01,2.511438843462400483e-02,-3.029336756382519646e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,7.000000000000000000e+01,1.420960243128612140e-02,-8.243900934123129728e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,9.000000000000000000e+01,1.210490932501825066e-02,6.887818295638466377e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,1.100000000000000000e+02,8.497533568793555481e-03,8.168316047390874329e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557991781803078957e-01,1.300000000000000000e+02,2.293831684737489447e-03,-2.806000672485462616e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,3.000000000000000000e+01,1.016389138637550232e-01,-6.011656174139757072e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,5.000000000000000000e+01,2.198671142062906536e-02,-6.916034876267315376e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,7.000000000000000000e+01,1.033396173765409320e-02,2.413753641867896326e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,9.000000000000000000e+01,8.454713868605794047e-03,8.171152888105829648e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,1.100000000000000000e+02,5.197459030885007852e-03,1.729591595316332412e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538370823010629218e-01,1.300000000000000000e+02,8.017452771217172588e-04,-1.281322481886437107e-03
