zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,3.000000000000000000e+01,9.012171765870521933e-02,1.795564311607716554e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,5.000000000000000000e+01,1.630811373650707316e-02,1.531544615670225179e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,7.000000000000000000e+01,-2.402354908057374294e-03,-4.028991933710253208e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,9.000000000000000000e+01,1.302972331696259332e-02,-2.599208160166776964e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,1.100000000000000000e+02,3.900899269536163994e-03,1.647162724205129434e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.599688528119847242e-01,1.300000000000000000e+02,-2.050074234635032144e-03,-1.916525735414218107e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,3.000000000000000000e+01,1.006164409034394497e-01,-5.776604788054546169e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,5.000000000000000000e+01,3.135646165078766895e-02,-2.880438463944868122e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,7.000000000000000000e+01,1.029891826404004396e-02,3.211154726788216333e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,9.000000000000000000e+01,5.741075113819947388e-03,-7.338935081280620679e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,1.100000000000000000e+02,2.550913894842410379e-03,2.997703518109048285e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557196205218078555e-01,1.300000000000000000e+02,1.091066796241257301e-03,5.571625158362506457e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,3.000000000000000000e+01,9.277661701585976362e-02,-4.713686650381803886e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,5.000000000000000000e+01,2.672239382900124319e-02,2.191346785998953689e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,7.000000000000000000e+01,9.459200620941372178e-03,4.104436940285983992e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,9.000000000000000000e+01,7.318781872089786568e-03,8.074061290619881891e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,1.100000000000000000e+02,2.584165253661434552e-03,5.686017715893505308e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.538221820358565806e-01,1.300000000000000000e+02,-3.153609725020900230e-04,-5.443680019965715065e-03
