wake_forward_response,doppler_forward_response
-9.966358823852772275e-01,1.032224429962298018e+00
-5.192086815905635477e-01,6.879484041145682571e-01
-9.520966729734817169e-02,3.304077561855239265e-01
-2.662069160425054731e-02,2.264464845820386429e-01
-4.624035948553503750e-02,1.960888328219944909e-01
-3.368851557428103206e-03,1.237546949040808780e-01
-8.880483524772722070e-01,9.783429892167307962e-01
-4.540623649929899641e-01,6.457745325312017615e-01
-7.849032984762954746e-02,3.070854715980619876e-01
-2.100873693221683505e-02,2.070082987888035575e-01
-3.888530009828761180e-02,1.754008672437469274e-01
-2.872719545542334104e-03,1.099945849142173193e-01
-7.211565553788690242e-01,9.129476538221950044e-01
-3.640212287913962008e-01,5.998752702362287748e-01
-5.907100781689338803e-02,2.812782039584324489e-01
-1.544778982216118979e-02,1.880086243651366840e-01
-3.098730999681031245e-02,1.601010570985826886e-01
-2.340339212037226193e-03,9.986648437873840711e-02
