zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,3.000000000000000000e+01,9.900393764178139211e-02,2.342090178326175151e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,5.000000000000000000e+01,9.543388683005736908e-03,1.563948876660246554e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,7.000000000000000000e+01,1.697384570375828298e-03,4.426664875738049211e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,9.000000000000000000e+01,4.983900109954224854e-03,-5.485247565742881748e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,1.100000000000000000e+02,6.742509907514234596e-03,1.083095235756476732e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.599939941911206476e-01,1.300000000000000000e+02,6.322839754611327438e-04,-4.981617149296510734e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,3.000000000000000000e+01,8.286328788412726520e-02,-4.927365844688746856e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,5.000000000000000000e+01,2.198718479660174974e-02,4.114557482257821808e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,7.000000000000000000e+01,2.901858559691361181e-03,5.305341199127890268e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,9.000000000000000000e+01,7.538249080736118650e-03,-2.427127446728308702e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,1.100000000000000000e+02,-2.929654132303131410e-03,3.711590524266294294e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557610918648097753e-01,1.300000000000000000e+02,-1.768164178085523128e-03,-1.324538191253133660e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,3.000000000000000000e+01,9.853895812005381005e-02,2.524581548123829011e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,5.000000000000000000e+01,9.912228784885956934e-03,4.168969623759358201e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,7.000000000000000000e+01,4.131478390381753893e-03,-8.244867445760086302e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,9.000000000000000000e+01,5.999699826094724141e-04,-1.031853132383597250e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,1.100000000000000000e+02,-2.902314278153456453e-03,8.982022618131771125e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.537473952768253049e-01,1.300000000000000000e+02,-9.585989531860749507e-04,-1.694775866476712790e-03
