wake_forward_response,doppler_forward_response
-9.851532514887292313e-01,1.020608762833004057e+00
-5.234687681432920181e-01,6.926502058563490660e-01
-9.442925884201722186e-02,3.262787158348580130e-01
-2.582022389692829184e-02,2.202092497858645359e-01
-4.466723961560849915e-02,1.893052935864818209e-01
-3.252787140934259528e-03,1.196425220569725251e-01
-8.734916613607440761e-01,9.619310392979031343e-01
-4.493655674727712879e-01,6.388814199998249510e-01
-7.840600820318233133e-02,3.061936660381064934e-01
-2.085332453934452684e-02,2.057788325615310665e-01
-3.881334927853124367e-02,1.750171201440235413e-01
-2.879889321767292992e-03,1.100737111046026506e-01
-7.200790744981182545e-01,9.120464841732384143e-01
-3.672200248364906328e-01,6.049227942542515502e-01
-5.949850070638393329e-02,2.824916151597091085e-01
-1.556135609278641412e-02,1.897375244604913580e-01
-3.104651479966169525e-02,1.603602345336399559e-01
-2.327900249954019656e-03,9.939287136662539046e-02
