zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,3.000000000000000000e+01,9.267674536933466489e-02,4.270615965240125958e-04
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,5.000000000000000000e+01,1.909896738525488150e-02,1.947837513707335183e-02
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,7.000000000000000000e+01,6.558352709092763605e-03,-2.472757804781104077e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,9.000000000000000000e+01,-3.980229114694747682e-03,4.348655530167108013e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,1.100000000000000000e+02,3.220265532731586208e-03,9.828219210788999988e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.595702102654046328e-01,1.300000000000000000e+02,-3.778555487498660645e-03,3.344148241512177357e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,3.000000000000000000e+01,8.426806691745826472e-02,-1.075769748676408052e-02
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,5.000000000000000000e+01,1.623756235341478060e-02,9.196852380221555781e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,7.000000000000000000e+01,7.871157028693858207e-03,6.035029707895416679e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,9.000000000000000000e+01,4.449260323783107117e-03,-4.542625819267136558e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,1.100000000000000000e+02,2.036281780987378529e-03,-1.791193945562540328e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.557755870589522584e-01,1.300000000000000000e+02,-2.092299283037716250e-03,-1.540793601074489868e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,3.000000000000000000e+01,1.017146268134616061e-01,1.409828753013977684e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,5.000000000000000000e+01,2.764767424776027466e-02,-1.007459301689018344e-02
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,7.000000000000000000e+01,9.769484677768242725e-03,6.677362778040738444e-04
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,9.000000000000000000e+01,3.192801858422219911e-03,3.730346445489191812e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,1.100000000000000000e+02,-2.993445459179716888e-04,5.327492551962710425e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537714872175583558e-01,1.300000000000000000e+02,-1.184457088069059728e-03,-4.613708306362767839e-03
