zlo,zhi,z_effective,s_Mpc_over_h,xi0_proxy,xi1_proxy_odd
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,3.000000000000000000e+01,1.028488071899087697e-01,6.066352837207959758e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,5.000000000000000000e+01,3.908283707533861256e-02,-5.981207762064193537e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,7.000000000000000000e+01,1.249678754445430985e-03,-2.840639100113527982e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,9.000000000000000000e+01,3.020115263831756221e-03,2.445895457260346463e-04
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,1.100000000000000000e+02,-3.305568654793698043e-03,3.855466177541668100e-03
1.000000000000000056e-01,2.000000000000000111e-01,1.596014047202124753e-01,1.300000000000000000e+02,2.654372525988469363e-04,-4.751083237268549121e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,3.000000000000000000e+01,9.767674166229790844e-02,1.158795809055092677e-02
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,5.000000000000000000e+01,1.802833480922586690e-02,9.944176526235913235e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,7.000000000000000000e+01,5.124001142476930851e-03,-2.696613972412208529e-04
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,9.000000000000000000e+01,1.762670599877290889e-03,4.864758248758721364e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,1.100000000000000000e+02,-2.381638126882740583e-03,-1.287438696168208925e-03
2.000000000000000111e-01,2.999999999999999889e-01,2.558414193794864011e-01,1.300000000000000000e+02,-1.081094994238151986e-03,3.747564272264725192e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,3.000000000000000000e+01,1.010677606345509044e-01,8.731029303307213940e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,5.000000000000000000e+01,2.256337411022778933e-02,1.686314174617202380e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,7.000000000000000000e+01,4.454877007559763895e-03,-1.470295199776825226e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,9.000000000000000000e+01,6.389675854143473006e-03,-6.446528025165969983e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,1.100000000000000000e+02,3.375641653784095409e-03,-2.665559828259766399e-03
2.999999999999999889e-01,4.000000000000000222e-01,3.537260724598365602e-01,1.300000000000000000e+02,1.718242139423542636e-05,3.017222362068269857e-03
