wake_forward_response,doppler_forward_response
-9.916556376851386467e-01,1.027016272739714298e+00
-5.152210461876789438e-01,6.821020142142120157e-01
-9.350934700919852349e-02,3.231812193578930681e-01
-2.582259480561062415e-02,2.202967747673653387e-01
-4.434821847657202665e-02,1.879955454991820984e-01
-3.288175838729700661e-03,1.198310179983553825e-01
-8.808046456157813120e-01,9.699169934843004937e-01
-4.552113781679030247e-01,6.472052579152510754e-01
-7.844735881250050613e-02,3.064015306051661724e-01
-2.104284988512209603e-02,2.075483047588907448e-01
-3.912478900779639557e-02,1.765083382902110365e-01
-2.890943451674047107e-03,1.107047925147270628e-01
-7.277849664624354009e-01,9.215387186461805324e-01
-3.720835262213389449e-01,6.133612856212304898e-01
-6.027976826147356249e-02,2.865765390158556691e-01
-1.575844150075382533e-02,1.923093748065407005e-01
-3.138216811107538001e-02,1.621276502339147330e-01
-2.376394868566078424e-03,1.011123867820565708e-01
